Sequence	MissingNumber
IL36G	20
IL36RN	7
IL3RA	98
IL4	1
IL4I1	14
IL4R	16
IL5	1
IL5RA	1
IL6	6
IL6R	3
IL6ST	4
IL7	4
IL7R	4
IL9	1
IL9R	14
ILDR1	4
ILDR2	4
ILF2	3
ILF3	2
ILK	1
ILKAP	1
ILRUN	2
ILVBL	1
IMMP1L	4
IMMP2L	5
IMMT	3
IMP3	5
IMP4	3
IMPA1	28
IMPA2	1
IMPACT	1
IMPDH1	2
IMPDH2	8
IMPG1	14
IMPG2	7
INA	22
INAFM1	41
INAFM2	34
INAVA	17
INCA1	3
INCENP	7
INF2	12
ING1	104
ING2	4
ING3	1
ING4	5
ING5	143
INHA	4
INHBA	5
INHBB	4
INHBC	4
INHBE	2
INIP	2
INKA1	3
INKA2	4
INMT	176
INO80	1
INO80B	2
INO80C	3
INO80D	3
INO80E	4
INPP1	4
INPP4A	3
INPP4B	7
INPP5A	8
INPP5B	3
INPP5D	3
INPP5E	2
INPP5F	3
INPP5J	1
INPP5K	4
INPPL1	1
INS-IGF2	46
INS	8
INSC	4
INSIG1	3
INSIG2	0
INSL3	136
INSL5	72
INSL6	22
INSM1	77
INSM2	18
INSR	10
INSRR	1
INSYN1	5
INSYN2A	6
INSYN2B	3
INTS1	10
INTS10	2
INTS11	2
INTS12	4
INTS13	8
INTS14	4
INTS2	3
INTS3	2
INTS4	4
INTS5	10
INTS6	3
INTS6L	27
INTS7	4
INTS8	4
INTS9	3
INTU	4
INVS	3
IP6K1	2
IP6K2	0
IP6K3	1
IPCEF1	2
IPMK	7
IPO11	8
IPO13	0
IPO4	0
IPO5	2
IPO7	2
IPO8	3
IPO9	3
IPP	9
IPPK	3
IQANK1	81
IQCA1	8
IQCA1L	32
IQCB1	6
IQCC	49
IQCD	6
IQCE	6
IQCF2	27
IQCF6	3
IQCG	7
IQCH	6
IQCJ	11
IQCK	5
IQCM	6
IQGAP1	7
IQGAP2	4
IQGAP3	7
IQSEC1	16
IQSEC2	15
IQSEC3	12
IQUB	5
IRAG1	4
IRAG2	25
IRAK1	5
IRAK1BP1	4
IRAK2	4
IRAK3	2
IRAK4	4
IREB2	3
IRF1	0
IRF2	2
IRF2BP1	11
IRF2BP2	67
IRF2BPL	34
IRF3	3
IRF4	0
IRF5	0
IRF6	0
IRF7	94
IRF8	4
IRF9	1
IRGC	45
IRGQ	30
IRS1	13
IRS4	49
IRX1	26
IRX2	38
IRX3	17
IRX4	15
IRX5	19
IRX6	7
ISCA1	2
ISCA2	0
ISCU	1
ISG15	3
ISG20	12
ISG20L2	9
ISL1	1
ISL2	4
ISLR	6
ISLR2	12
ISM1	2
ISM2	87
ISOC1	0
ISOC2	12
IST1	3
ISX	2
ISY1	4
ISYNA1	9
ITCH	6
ITFG1	7
ITFG2	4
ITGA1	4
ITGA10	5
ITGA11	2
ITGA2	2
ITGA2B	3
ITGA3	0
ITGA4	3
ITGA5	4
ITGA6	4
ITGA7	3
ITGA8	7
ITGA9	5
ITGAD	39
ITGAE	9
ITGAL	6
ITGAM	12
ITGAV	4
ITGAX	28
ITGB1	16
ITGB1BP1	1
ITGB1BP2	23
ITGB2	22
ITGB3	4
ITGB3BP	7
ITGB4	4
ITGB5	2
ITGB6	2
ITGB7	1
ITGB8	2
ITGBL1	2
ITIH1	1
ITIH2	3
ITIH3	2
ITIH4	3
ITIH5	5
ITIH6	201
ITK	3
ITM2A	55
ITM2B	1
ITM2C	2
ITPA	1
ITPK1	3
ITPKA	2
ITPKB	18
ITPKC	25
ITPR1	8
ITPR2	4
ITPR3	6
ITPRID1	36
ITPRID2	2
ITPRIP	5
ITPRIPL1	6
ITPRIPL2	13
ITSN1	3
ITSN2	2
IVD	0
IVL	232
IVNS1ABP	2
IWS1	3
IYD	4
IZUMO1	13
IZUMO1R	8
IZUMO2	33
IZUMO3	11
IZUMO4	27
JADE1	3
JADE2	1
JADE3	5
JAG1	0
JAG2	10
JAGN1	6
JAK1	3
JAK2	6
JAK3	11
JAKMIP1	5
JAKMIP2	6
JAKMIP3	9
JAM2	6
JAM3	2
JAML	3
JARID2	3
JAZF1	3
JCAD	21
JCHAIN	2
JDP2	1
JHY	3
JKAMP	2
JMJD1C	8
JMJD4	21
JMJD6	2
JMJD7	5
JMJD8	6
JMY	5
JOSD1	1
JOSD2	9
JPH1	5
JPH2	29
JPH3	12
JPH4	6
JPT1	8
JPT2	2
JRK	16
JRKL	5
JSRP1	5
JTB	3
JUN	20
JUNB	6
JUND	54
JUP	6
KAAG1	40
KALRN	45
KANK1	9
KANK2	6
KANK3	36
KANK4	10
KANSL1	2
KANSL1L	3
KANSL2	6
KANSL3	1
KANTR	32
KARS1	2
KASH5	1
KAT14	15
KAT2A	0
KAT2B	5
KAT5	3
KAT6B	2
KAT7	0
KAT8	3
KATNA1	3
KATNAL1	5
KATNAL2	20
KATNB1	3
KATNBL1	3
KATNIP	27
KAZALD1	6
KAZN	13
KBTBD11	58
KBTBD12	12
KBTBD13	16
KBTBD2	12
KBTBD3	14
KBTBD4	10
KBTBD6	65
KBTBD7	39
KBTBD8	6
KCMF1	4
KCNA1	15
KCNA10	5
KCNA2	8
KCNA3	53
KCNA4	10
KCNA5	23
KCNA6	19
KCNA7	7
KCNAB1	3
KCNAB2	3
KCNAB3	2
KCNB1	6
KCNB2	5
KCNC1	3
KCNC2	5
KCNC3	31
KCNC4	1
KCND1	14
KCND2	3
KCND3	4
KCNE1	8
KCNE1B	8
KCNE2	3
KCNE3	3
KCNE4	5
KCNE5	37
KCNF1	15
KCNG1	7
KCNG2	40
KCNG3	8
KCNG4	7
KCNH1	5
KCNH2	3
KCNH3	2
KCNH4	0
KCNH5	4
KCNH6	3
KCNH7	3
KCNH8	2
KCNIP1	3
KCNIP2	1
KCNIP3	2
KCNIP4	4
KCNJ1	3
KCNJ10	3
KCNJ11	0
KCNJ12	11
KCNJ13	3
KCNJ14	13
KCNJ15	5
KCNJ16	4
KCNJ18	166
KCNJ2	1
KCNJ3	4
KCNJ4	23
KCNJ5	2
KCNJ6	18
KCNJ8	3
KCNJ9	20
KCNK1	3
KCNK10	7
KCNK12	26
KCNK13	34
KCNK15	29
KCNK16	8
KCNK17	24
KCNK18	34
KCNK2	1
KCNK3	38
KCNK4	3
KCNK5	5
KCNK6	7
KCNK7	11
KCNK9	5
KCNMA1	6
KCNMB1	3
KCNMB2	5
KCNMB3	65
KCNMB4	11
KCNN1	13
KCNN2	16
KCNN3	4
KCNN4	6
KCNQ1	8
KCNQ2	5
KCNQ3	5
KCNQ4	2
KCNQ5	13
KCNRG	60
KCNS1	26
KCNS2	1
KCNS3	12
KCNT1	13
KCNT2	6
KCNU1	11
KCNV1	3
KCNV2	5
KCP	6
KCTD1	43
KCTD10	5
KCTD11	4
KCTD12	22
KCTD13	0
KCTD14	13
KCTD15	7
KCTD16	3
KCTD17	4
KCTD18	5
KCTD19	1
KCTD2	4
KCTD20	4
KCTD21	8
KCTD3	3
KCTD4	4
KCTD5	127
KCTD6	4
KCTD7	8
KCTD8	18
KCTD9	7
KDELR1	6
KDELR2	1
KDELR3	3
KDF1	7
KDM1A	2
KDM1B	4
KDM2A	2
KDM2B	5
KDM3A	1
KDM3B	4
KDM4A	4
KDM4B	9
KDM4C	2
KDM4D	130
KDM4E	221
KDM4F	184
KDM5A	4
KDM5B	4
KDM5C	5
KDM5D	204
KDM6B	38
KDM7A	7
KDM8	4
KDR	3
KDSR	5
KEAP1	9
KEL	9
KERA	4
KHDC1	224
KHDC3L	62
KHDC4	2
KHDRBS1	4
KHDRBS2	7
KHDRBS3	6
KHK	2
KHNYN	4
KHSRP	8
KIAA0040	231
KIAA0100	3
KIAA0232	11
KIAA0319	72
KIAA0319L	2
KIAA0408	7
KIAA0513	2
KIAA0586	4
KIAA0753	4
KIAA0825	36
KIAA0895	4
KIAA0895L	0
KIAA0930	4
KIAA1109	27
KIAA1143	8
KIAA1191	6
KIAA1217	3
KIAA1328	8
KIAA1522	46
KIAA1549	10
KIAA1549L	3
KIAA1586	193
KIAA1614	8
KIAA1671	27
KIAA1755	4
KIAA1841	4
KIAA1958	6
KIAA2012	2
KIAA2013	44
KIDINS220	4
KIF11	16
KIF12	2
KIF13A	4
KIF13B	7
KIF14	7
KIF15	9
KIF16B	5
KIF17	3
KIF18A	3
KIF18B	5
KIF19	10
KIF1A	11
KIF1B	5
KIF1C	4
KIF20A	2
KIF20B	8
KIF21A	4
KIF21B	6
KIF22	3
KIF23	5
KIF24	6
KIF25	114
KIF26A	39
KIF26B	41
KIF27	10
KIF2A	2
KIF2B	42
KIF2C	3
KIF3A	6
KIF3B	4
KIF3C	10
KIF4A	4
KIF4B	274
KIF5A	2
KIF5B	2
KIF5C	5
KIF6	2
KIF7	8
KIF9	2
KIFAP3	10
KIFBP	9
KIFC1	3
KIFC2	3
KIFC3	2
KIN	1
KIRREL1	3
KIRREL2	3
KIRREL3	2
KISS1R	26
KIT	6
KITLG	4
KIZ	9
KL	10
KLB	2
KLC1	4
KLC2	1
KLC3	5
KLC4	2
KLF1	6
KLF10	7
KLF11	6
KLF12	6
KLF13	51
KLF14	45
KLF15	6
KLF16	87
KLF17	15
KLF18	156
KLF2	50
KLF3	1
KLF4	15
KLF5	4
KLF6	3
KLF7	2
KLF8	34
KLF9	7
KLHDC1	4
KLHDC10	2
KLHDC2	1
KLHDC3	2
KLHDC4	3
KLHDC7A	8
KLHDC7B	104
KLHDC8A	2
KLHDC8B	1
KLHDC9	10
KLHL1	9
KLHL10	2
KLHL11	3
KLHL12	4
KLHL13	5
KLHL14	37
KLHL15	18
KLHL17	8
KLHL18	3
KLHL2	1
KLHL20	7
KLHL21	25
KLHL22	4
KLHL23	7
KLHL24	4
KLHL25	16
KLHL26	12
KLHL28	8
KLHL29	3
KLHL3	3
KLHL30	6
KLHL31	2
KLHL32	6
KLHL33	8
KLHL34	26
KLHL35	43
KLHL36	7
KLHL38	3
KLHL4	33
KLHL40	4
KLHL41	2
KLHL42	18
KLHL5	3
KLHL6	1
KLHL7	2
KLHL8	4
KLHL9	4
KLK10	7
KLK11	29
KLK12	15
KLK13	28
KLK14	8
KLK15	41
KLK4	34
KLK5	19
KLK6	6
KLK7	13
KLK8	39
KLK9	3
KLKB1	35
KLLN	178
KLRF1	92
KLRF2	175
KLRG1	33
KLRG2	48
KLRK1	33
KMO	3
KMT2B	1
KMT2C	18
KMT2E	5
KMT5A	1
KMT5B	9
KMT5C	11
KNCN	1
KNDC1	15
KNG1	10
KNOP1	7
KNSTRN	2
KNTC1	2
KPNA1	1
KPNA2	20
KPNA3	4
KPNA4	2
KPNA5	17
KPNA6	2
KPNA7	11
KPNB1	3
KPRP	43
KPTN	4
KRAS	3
KRBA1	3
KRBA2	100
KREMEN1	4
KREMEN2	14
KRI1	3
KRIT1	4
KRR1	2
KRT1	36
KRT10	37
KRT12	12
KRT13	3
KRT14	6
KRT15	6
KRT16	75
KRT17	3
KRT18	6
KRT19	4
KRT2	44
KRT20	48
KRT222	0
KRT23	26
KRT24	38
KRT25	37
KRT26	28
KRT27	36
KRT28	38
KRT3	68
KRT31	38
KRT32	37
KRT33A	81
KRT33B	79
KRT34	69
KRT35	29
KRT36	10
KRT38	121
KRT39	35
KRT4	2
KRT40	32
KRT5	1
KRT71	29
KRT72	38
KRT73	24
KRT74	55
KRT75	37
KRT76	80
KRT77	44
KRT78	4
KRT79	12
KRT8	88
KRT80	1
KRT82	35
KRT84	11
KRT85	9
KRT9	93
KRTAP1-1	98
KRTAP1-3	95
KRTAP1-4	99
KRTAP1-5	87
KRTAP10-1	145
KRTAP10-10	164
KRTAP10-11	151
KRTAP10-12	130
KRTAP10-2	170
KRTAP10-3	130
KRTAP10-4	190
KRTAP10-5	195
KRTAP10-6	216
KRTAP10-7	145
KRTAP10-8	163
KRTAP10-9	204
KRTAP11-1	10
KRTAP12-2	134
KRTAP13-1	34
KRTAP13-2	50
KRTAP13-3	63
KRTAP13-4	44
KRTAP15-1	27
KRTAP16-1	82
KRTAP17-1	37
KRTAP19-1	35
KRTAP19-2	47
KRTAP19-4	64
KRTAP19-5	32
KRTAP19-6	140
KRTAP19-7	42
KRTAP19-8	167
KRTAP2-1	134
KRTAP2-3	131
KRTAP2-4	134
KRTAP20-2	132
KRTAP20-3	95
KRTAP20-4	154
KRTAP21-3	122
KRTAP23-1	114
KRTAP24-1	25
KRTAP25-1	158
KRTAP26-1	33
KRTAP27-1	45
KRTAP29-1	38
KRTAP3-1	30
KRTAP3-2	67
KRTAP3-3	76
KRTAP4-16	234
KRTAP4-6	135
KRTAP4-8	166
KRTAP4-9	196
KRTAP5-1	258
KRTAP5-10	223
KRTAP5-2	213
KRTAP5-3	212
KRTAP5-4	230
KRTAP5-5	238
KRTAP5-6	240
KRTAP5-7	238
KRTAP5-8	249
KRTAP5-9	243
KRTAP7-1	19
KRTAP8-1	7
KRTAP9-1	193
KRTCAP2	1
KRTCAP3	4
KRTDAP	1
KSR1	3
KSR2	10
KTI12	6
KTN1	6
KXD1	4
KY	2
KYAT1	6
KYAT3	8
KYNU	7
L1CAM	13
L1TD1	188
L2HGDH	3
L3HYPDH	2
L3MBTL1	1
L3MBTL2	1
L3MBTL3	1
L3MBTL4	94
LACC1	5
LACRT	67
LACTB	4
LACTB2	2
LACTBL1	36
LAD1	21
LAG3	1
LALBA	1
LAMA1	5
LAMA2	5
LAMA3	10
LAMA4	2
LAMA5	10
LAMB1	1
LAMB2	1
LAMB3	3
LAMB4	116
LAMC1	5
LAMC2	7
LAMC3	11
LAMP1	9
LAMP2	7
LAMP3	7
LAMP5	2
LAMTOR1	2
LAMTOR2	1
LAMTOR3	3
LAMTOR4	100
LAMTOR5	89
LANCL1	4
LANCL2	6
LANCL3	10
LAP3	4
LAPTM4A	1
LAPTM4B	11
LAPTM5	2
LARGE1	6
LARGE2	3
LARP1	1
LARP1B	16
LARP4	5
LARP4B	3
LARP6	7
LARP7	6
LARS1	6
LARS2	7
LAS1L	10
LASP1	1
LAT	2
LAT2	5
LATS1	2
LATS2	9
LAX1	16
LAYN	8
LBH	3
LBHD1	54
LBHD2	7
LBP	6
LBR	4
LBX1	6
LBX2	4
LCA5	3
LCA5L	6
LCAT	0
LCE5A	56
LCE6A	17
LCK	22
LCLAT1	3
LCMT1	21
LCMT2	7
LCN10	27
LCN12	52
LCN15	71
LCN2	108
LCN6	24
LCN8	46
LCN9	49
LCNL1	111
LCP1	1
LCP2	5
LCT	13
LCTL	5
LDAH	4
LDB1	1
LDB2	2
LDB3	1
LDHA	9
LDHAL6A	241
LDHAL6B	271
LDHB	5
LDHC	13
LDHD	3
LDLR	15
LDLRAD1	4
LDLRAD2	52
LDLRAD3	4
LDLRAD4	22
LDLRAP1	2
LDOC1	22
LEAP2	0
LECT2	2
LEF1	2
LEFTY1	63
LEFTY2	53
LEKR1	3
LELP1	23
LEMD1	11
LEMD2	4
LEMD3	17
LENEP	4
LENG1	8
LENG8	12
LENG9	90
LEO1	14
LEP	4
LEPR	4
LEPROT	4
LEPROTL1	61
LETM1	9
LETM2	38
LETMD1	4
LEUTX	64
LEXM	27
LFNG	6
LGALS1	7
LGALS12	9
LGALS2	18
LGALS3	5
LGALS3BP	20
LGALS4	8
LGALS8	9
LGALS9B	17
LGALS9C	19
LGALSL	0
LGI1	1
LGI2	3
LGI3	0
LGI4	3
LGMN	5
LGR4	2
LGR5	3
LGR6	24
LGSN	17
LHB	8
LHCGR	4
LHFPL1	8
LHFPL2	4
LHFPL3	11
LHFPL4	6
LHFPL5	4
LHFPL6	3
LHPP	3
LHX1	2
LHX2	2
LHX3	3
LHX4	4
LHX5	4
LHX6	1
LHX8	1
LHX9	3
LIAS	4
LIF	5
LIFR	2
LIG1	14
LIG3	2
LIG4	10
LIM2	51
LIMA1	7
LIMCH1	1
LIMD1	14
LIMD2	3
LIME1	18
LIMK1	1
LIMK2	1
LIMS1	4
LIMS2	7
LIMS3	17
LIMS4	1
LIN28A	6
LIN28B	6
LIN37	0
LIN52	3
LIN54	4
LIN7A	3
LIN7B	1
LIN7C	3
LIN9	8
LINC00514	48
LINC00634	193
LINC02218	155
LINGO1	9
LINGO2	2
LINGO3	46
LINGO4	3
LINS1	4
LIPA	6
LIPC	2
LIPE	6
LIPF	39
LIPG	5
LIPH	3
LIPI	13
LIPJ	73
LIPK	13
LIPM	6
LIPN	6
LIPT1	6
LIPT2	20
LITAF	4
LITAFD	31
LIX1	2
LIX1L	6
LKAAEAR1	11
LL0XNC01-30I4	19
LLCFC1	5
LLGL1	1
LLGL2	4
LLPH	3
LMAN1	2
LMAN1L	38
LMAN2	1
LMAN2L	1
LMBR1	3
LMBR1L	1
LMBRD1	4
LMBRD2	2
LMCD1	2
LMF1	11
LMF2	7
LMLN	5
LMLN2	96
LMNA	7
LMNB1	7
LMNB2	10
LMNTD1	3
LMNTD2	29
LMO1	1
LMO2	0
LMO3	4
LMO4	2
LMO7	5
LMOD1	24
LMOD2	45
LMOD3	8
LMTK2	16
LMTK3	98
LMX1A	2
LMX1B	7
LNP1	13
LNPEP	4
LNPK	5
LNX1	3
LNX2	9
LONP1	8
LONP2	2
LONRF1	6
LONRF2	102
LONRF3	5
LORICRIN	168
LOX	18
LOXHD1	4
LOXL1	23
LOXL2	5
LOXL3	3
LOXL4	0
LPAR1	7
LPAR2	7
LPAR3	3
LPAR4	39
LPAR5	11
LPAR6	5
LPCAT1	9
LPCAT2	3
LPCAT3	2
LPCAT4	4
LPGAT1	2
LPIN1	8
LPIN2	10
LPIN3	2
LPL	2
LPO	10
LPP	5
LPXN	2
LRAT	1
LRATD1	8
LRATD2	11
LRBA	9
LRCH1	2
LRCH2	11
LRCH3	3
LRCH4	0
LRCOL1	29
LRFN1	11
LRFN2	12
LRFN3	10
LRFN4	12
LRFN5	6
LRG1	15
LRGUK	7
LRIF1	5
LRIG1	2
LRIG2	6
LRIG3	3
LRIT1	8
LRIT2	34
LRIT3	8
LRMDA	8
LRP1	3
LRP10	3
LRP11	19
LRP12	8
LRP1B	25
LRP2	6
LRP2BP	5
LRP3	14
LRP4	5
LRP5	10
LRP5L	9
LRP6	2
LRP8	1
LRPAP1	8
LRPPRC	18
LRR1	7
LRRC1	5
LRRC10	6
LRRC10B	25
LRRC14	13
LRRC14B	15
LRRC15	4
LRRC17	3
LRRC18	3
LRRC19	8
LRRC2	8
LRRC20	4
LRRC23	3
LRRC24	16
LRRC25	10
LRRC26	24
LRRC27	67
LRRC28	4
LRRC29	15
LRRC3	9
LRRC30	5
LRRC31	70
LRRC32	7
LRRC34	7
LRRC36	6
LRRC38	36
LRRC39	2
LRRC3B	1
LRRC3C	6
LRRC4	7
LRRC40	3
LRRC41	5
LRRC42	1
LRRC43	10
LRRC45	3
LRRC46	1
LRRC47	8
LRRC49	2
LRRC4B	50
LRRC4C	8
LRRC52	3
LRRC53	12
LRRC55	12
LRRC56	3
LRRC57	2
LRRC58	1
LRRC59	1
LRRC6	4
LRRC61	5
LRRC63	9
LRRC66	23
LRRC69	6
LRRC7	9
LRRC70	84
LRRC71	5
LRRC72	5
LRRC73	4
LRRC74A	1
LRRC74B	54
LRRC75A	6
LRRC75B	66
LRRC8A	6
LRRC8B	9
LRRC8C	6
LRRC8D	3
LRRC8E	9
LRRC9	11
LRRCC1	5
LRRD1	36
LRRFIP1	5
LRRFIP2	2
LRRIQ1	7
LRRIQ3	20
LRRIQ4	10
LRRK1	5
LRRK2	6
LRRN1	3
LRRN2	6
LRRN3	4
LRRN4	14
LRRN4CL	9
LRRTM1	5
LRRTM2	3
LRRTM3	2
LRRTM4	5
LRSAM1	5
LRTM1	0
LRTM2	2
LRTOMT	1
LRWD1	1
LSAMP	7
LSG1	3
LSM1	1
LSM10	2
LSM11	1
LSM12	3
LSM14A	3
LSM14B	1
LSM2	5
LSM3	3
LSM4	6
LSM5	3
LSM6	5
LSM7	4
LSM8	3
LSMEM1	1
LSMEM2	6
LSP1	16
LSR	4
LSS	8
LST1	18
LTA	5
LTA4H	4
LTB	11
LTB4R	39
LTB4R2	16
LTBP1	5
LTBP2	1
LTBP3	2
LTBP4	3
LTBR	1
LTC4S	13
LTK	185
LTN1	6
LTO1	114
LTV1	2
LUC7L	3
LUC7L2	3
LUC7L3	1
LUM	3
LURAP1	1
LURAP1L	2
LUZP1	7
LUZP2	36
LUZP4	101
LVRN	2
LXN	3
LY6D	7
LY6E	141
LY6G5B	32
LY6G5C	19
LY6G6C	12
LY6G6D	17
LY6G6E	14
LY6G6F	11
LY6H	5
LY6K	37
LY6L	12
LY75	5
LY86	3
LY9	89
LY96	3
LYAR	4
LYG1	51
LYG2	48
LYL1	2
LYN	4
LYNX1-SLURP2	34
LYNX1	12
LYPD1	3
LYPD2	39
LYPD3	4
LYPD4	9
LYPD5	24
LYPD6	3
LYPD6B	4
LYPD8	55
LYPLA1	3
LYPLA2	2
LYPLAL1	5
LYRM1	3
LYRM2	1
LYRM4	19
LYRM7	5
LYRM9	4
LYSMD1	3
LYSMD2	6
LYSMD3	5
LYSMD4	9
LYST	12
LYVE1	2
LYZL1	22
LYZL2	22
LYZL4	3
LYZL6	20
LZIC	4
LZTFL1	0
LZTR1	3
LZTS1	2
LZTS2	6
LZTS3	4
M1AP	24
M6PR	0
MAB21L1	0
MAB21L2	3
MAB21L3	6
MAB21L4	45
MACC1	32
MACIR	2
MACO1	3
MACROD1	6
MACROD2	18
MACROH2A1	1
MACROH2A2	2
MAD1L1	9
MAD2L1	15
MAD2L1BP	4
MAD2L2	1
MADD	2
MAEA	2
MAEL	5
MAF	116
MAF1	5
MAFA	50
MAFB	17
MAFF	39
MAFG	5
MAFK	8
MAG	4
MAGEC1	253
MAGEE1	222
MAGEE2	62
MAGEF1	109
MAGEH1	67
MAGI1	1
MAGI2	7
MAGI3	1
MAGIX	27
MAGOH	1
MAGOHB	6
MAGT1	9
MAIP1	3
MAJIN	3
MAK	6
MAK16	3
MAL	9
MAL2	1
MALL	7
MALRD1	30
MALSU1	3
MALT1	1
MAMDC2	3
MAMDC4	8
MAML1	6
MAML2	7
MAML3	3
MAMLD1	37
MAMSTR	8
MAN1A1	2
MAN1A2	4
MAN1B1	43
MAN1C1	2
MAN2A1	9
MAN2A2	2
MAN2B1	11
MAN2C1	5
MANBA	3
MANBAL	4
MANEA	8
MANEAL	0
MANF	0
MANSC1	2
MANSC4	6
MAOA	3
MAOB	8
MAP10	44
MAP1LC3A	8
MAP1LC3B	3
MAP1LC3B2	297
MAP1LC3C	63
MAP1S	42
MAP2	15
MAP2K1	2
MAP2K2	5
MAP2K3	0
MAP2K4	3
MAP2K5	2
MAP2K6	5
MAP2K7	6
MAP3K1	2
MAP3K10	5
MAP3K11	1
MAP3K12	4
MAP3K13	2
MAP3K14	2
MAP3K15	18
MAP3K19	43
MAP3K2	4
MAP3K20	1
MAP3K21	13
MAP3K3	1
MAP3K4	5
MAP3K5	3
MAP3K6	0
MAP3K7	3
MAP3K7CL	225
MAP3K8	1
MAP3K9	4
MAP4K1	1
MAP4K2	1
MAP4K3	5
MAP4K4	4
MAP4K5	4
MAP6	14
MAP6D1	23
MAP7	5
MAP7D1	2
MAP7D2	7
MAP7D3	17
MAP9	19
MAPK1	7
MAPK10	3
MAPK11	5
MAPK12	2
MAPK13	2
MAPK14	4
MAPK15	24
MAPK1IP1L	7
MAPK3	3
MAPK4	2
MAPK6	23
MAPK7	3
MAPK8	2
MAPK8IP1	3
MAPK8IP2	25
MAPK8IP3	2
MAPK9	5
MAPKAP1	2
MAPKAPK2	0
MAPKAPK3	1
MAPKAPK5	2
MAPKBP1	2
MAPRE1	6
MAPRE2	1
MAPRE3	3
MAPT	9
MARCHF1	25
MARCHF10	8
MARCHF11	9
MARCHF2	2
MARCHF3	1
MARCHF4	3
MARCHF5	2
MARCHF6	5
MARCHF7	5
MARCHF8	4
MARCHF9	0
MARCKS	57
MARCKSL1	19
MARCO	2
MARCOL	76
MARF1	3
MARK1	4
MARK2	3
MARK3	20
MARK4	7
MARS1	1
MARS2	14
MARVELD1	40
MARVELD2	4
MARVELD3	4
MAS1	12
MAS1L	289
MASP1	2
MASP2	10
MAST1	3
MAST2	2
MAST3	10
MASTL	16
MAT1A	2
MAT2A	3
MAT2B	4
MATK	8
MATN1	5
MATN2	2
MATN3	3
MATN4	3
MATR3	7
MAU2	2
MAVS	1
MAX	1
MAZ	63
MB	2
MB21D2	3
MBD1	2
MBD2	13
MBD3	8
MBD3L1	39
MBD4	5
MBD5	5
MBD6	7
MBIP	2
MBLAC1	8
MBLAC2	4
MBNL1	3
MBNL2	9
MBNL3	9
MBOAT1	3
MBOAT2	5
MBOAT4	12
MBOAT7	13
MBP	9
MBTD1	1
MBTPS1	3
MBTPS2	10
MC1R	18
MC2R	26
MC3R	7
MC4R	2
MC5R	52
MCAM	2
MCAT	5
MCC	3
MCCC1	4
MCCC2	15
MCCD1	54
MCEE	10
MCEMP1	13
MCF2	8
MCF2L	15
MCF2L2	41
MCFD2	3
MCHR1	2
MCHR2	107
MCIDAS	2
MCL1	30
MCM10	8
MCM2	7
MCM3	2
MCM3AP	4
MCM4	3
MCM5	6
MCM6	4
MCM7	3
MCM8	6
MCM9	2
MCMBP	3
MCMDC2	7
MCOLN1	10
MCOLN2	6
MCOLN3	3
MCPH1	11
MCRIP1	4
MCRIP2	5
MCRS1	2
MCTP1	4
MCTP2	6
MCTS1	10
MCTS2P	205
MCU	6
MCUB	8
MCUR1	9
MDFI	2
MDFIC	2
MDFIC2	3
MDGA1	1
MDGA2	3
MDH1	2
MDH1B	4
MDH2	2
MDK	109
MDM1	10
MDM2	7
MDM4	3
MDN1	2
MDP1	2
ME1	2
ME2	2
ME3	29
MEA1	2
MEAF6	2
MEAK7	4
MECOM	5
MECP2	37
MECR	2
MED1	10
MED10	3
MED11	2
MED12	11
MED12L	3
MED13	3
MED13L	4
MED14	5
MED15	6
MED16	6
MED17	4
MED18	8
MED19	2
MED20	4
MED21	5
MED22	5
MED23	3
MED24	4
MED25	3
MED26	11
MED27	3
MED28	3
MED29	0
MED30	5
MED31	3
MED4	1
MED6	5
MED7	9
MED8	1
MED9	11
MEDAG	9
MEF2A	4
MEF2B	5
MEF2C	1
MEF2D	1
MEFV	43
MEGF10	5
MEGF11	3
MEGF6	11
MEGF8	7
MEGF9	2
MEI1	4
MEI4	8
MEIG1	2
MEIKIN	6
MEIOB	4
MEIOC	11
MEIOSIN	20
MEIS1	2
MEIS2	2
MEIS3	14
MELK	5
MELTF	3
MEMO1	4
MEN1	2
MEOX1	3
MEOX2	3
MEP1A	8
MEP1B	4
MEPCE	15
MEPE	4
MERTK	5
MESD	9
MESP1	63
MESP2	58
MEST	3
MET	2
METAP1	3
METAP1D	2
METAP2	2
METRN	70
METRNL	30
METTL1	1
METTL11B	20
METTL14	4
METTL15	5
METTL16	6
METTL17	8
METTL18	7
METTL21A	3
METTL21C	2
METTL22	6
METTL23	9
METTL24	7
METTL25	8
METTL26	7
METTL27	31
METTL2A	3
METTL2B	2
METTL3	2
METTL4	9
METTL5	4
METTL6	3
METTL7A	27
METTL7B	36
METTL8	4
METTL9	5
MEX3A	10
MEX3B	14
MEX3C	5
MEX3D	51
MFAP1	3
MFAP2	1
MFAP3	2
MFAP3L	4
MFAP4	2
MFAP5	3
MFF	2
MFGE8	3
MFHAS1	16
MFN1	5
MFN2	4
MFNG	4
MFRP	1
MFSD1	2
MFSD10	5
MFSD11	1
MFSD12	7
MFSD13A	2
MFSD14A	6
MFSD14B	5
MFSD2A	2
MFSD2B	8
MFSD3	14
MFSD4A	8
MFSD4B	16
MFSD5	6
MFSD6	7
MFSD6L	13
MFSD8	6
MFSD9	41
MGA	4
MGARP	11
MGAT1	21
MGAT2	18
MGAT3	25
