Sequence	MissingNumber
IL36G	32
IL36RN	13
IL3RA	135
IL4	2
IL4I1	24
IL4R	18
IL5	2
IL5RA	2
IL6	6
IL6R	5
IL6ST	6
IL7	5
IL7R	6
IL9	1
IL9R	15
ILDR1	7
ILDR2	5
ILF2	4
ILF3	3
ILK	1
ILKAP	1
ILRUN	2
ILVBL	2
IMMP1L	6
IMMP2L	6
IMMT	3
IMP3	9
IMP4	4
IMPA1	29
IMPA2	2
IMPACT	2
IMPDH1	2
IMPDH2	10
IMPG1	16
IMPG2	8
INA	30
INAFM1	55
INAFM2	48
INAVA	21
INCA1	3
INCENP	10
INF2	13
ING1	126
ING2	5
ING3	1
ING4	5
ING5	193
INHA	5
INHBA	6
INHBB	4
INHBC	5
INHBE	3
INIP	2
INKA1	3
INKA2	5
INMT	225
INO80	2
INO80B	2
INO80C	3
INO80D	6
INO80E	5
INPP1	4
INPP4A	4
INPP4B	8
INPP5A	8
INPP5B	4
INPP5D	3
INPP5E	5
INPP5F	4
INPP5J	2
INPP5K	4
INPPL1	1
INS-IGF2	55
INS	11
INSC	6
INSIG1	4
INSIG2	1
INSL3	172
INSL5	83
INSL6	22
INSM1	100
INSM2	27
INSR	13
INSRR	1
INSYN1	6
INSYN2A	9
INSYN2B	3
INTS1	12
INTS10	2
INTS11	2
INTS12	4
INTS13	8
INTS14	5
INTS2	5
INTS3	4
INTS4	5
INTS5	15
INTS6	3
INTS6L	29
INTS7	6
INTS8	4
INTS9	3
INTU	4
INVS	3
IP6K1	2
IP6K2	0
IP6K3	2
IPCEF1	4
IPMK	9
IPO11	10
IPO13	0
IPO4	0
IPO5	2
IPO7	2
IPO8	4
IPO9	5
IPP	10
IPPK	3
IQANK1	94
IQCA1	9
IQCA1L	38
IQCB1	6
IQCC	58
IQCD	9
IQCE	9
IQCF2	31
IQCF6	3
IQCG	7
IQCH	6
IQCJ	13
IQCK	7
IQCM	7
IQGAP1	9
IQGAP2	4
IQGAP3	8
IQSEC1	25
IQSEC2	19
IQSEC3	15
IQUB	5
IRAG1	5
IRAG2	34
IRAK1	5
IRAK1BP1	6
IRAK2	5
IRAK3	2
IRAK4	5
IREB2	5
IRF1	1
IRF2	2
IRF2BP1	23
IRF2BP2	88
IRF2BPL	46
IRF3	5
IRF4	0
IRF5	1
IRF6	0
IRF7	112
IRF8	4
IRF9	4
IRGC	55
IRGQ	40
IRS1	17
IRS4	62
IRX1	37
IRX2	55
IRX3	25
IRX4	22
IRX5	29
IRX6	8
ISCA1	2
ISCA2	0
ISCU	2
ISG15	6
ISG20	14
ISG20L2	9
ISL1	1
ISL2	4
ISLR	6
ISLR2	15
ISM1	2
ISM2	108
ISOC1	1
ISOC2	15
IST1	3
ISX	2
ISY1	7
ISYNA1	10
ITCH	8
ITFG1	9
ITFG2	4
ITGA1	4
ITGA10	6
ITGA11	3
ITGA2	3
ITGA2B	4
ITGA3	1
ITGA4	4
ITGA5	5
ITGA6	5
ITGA7	6
ITGA8	12
ITGA9	6
ITGAD	50
ITGAE	14
ITGAL	7
ITGAM	17
ITGAV	5
ITGAX	33
ITGB1	18
ITGB1BP1	1
ITGB1BP2	26
ITGB2	25
ITGB3	5
ITGB3BP	8
ITGB4	4
ITGB5	4
ITGB6	2
ITGB7	1
ITGB8	2
ITGBL1	2
ITIH1	1
ITIH2	4
ITIH3	4
ITIH4	3
ITIH5	6
ITIH6	237
ITK	4
ITM2A	64
ITM2B	3
ITM2C	3
ITPA	3
ITPK1	4
ITPKA	4
ITPKB	23
ITPKC	34
ITPR1	8
ITPR2	7
ITPR3	8
ITPRID1	36
ITPRID2	3
ITPRIP	5
ITPRIPL1	6
ITPRIPL2	20
ITSN1	5
ITSN2	2
IVD	1
IVL	288
IVNS1ABP	3
IWS1	5
IYD	5
IZUMO1	14
IZUMO1R	10
IZUMO2	36
IZUMO3	11
IZUMO4	31
JADE1	3
JADE2	1
JADE3	8
JAG1	1
JAG2	12
JAGN1	8
JAK1	3
JAK2	6
JAK3	15
JAKMIP1	6
JAKMIP2	6
JAKMIP3	12
JAM2	6
JAM3	3
JAML	3
JARID2	4
JAZF1	4
JCAD	28
JCHAIN	2
JDP2	1
JHY	4
JKAMP	3
JMJD1C	8
JMJD4	29
JMJD6	3
JMJD7	7
JMJD8	7
JMY	9
JOSD1	3
JOSD2	14
JPH1	7
JPH2	41
JPH3	17
JPH4	9
JPT1	11
JPT2	4
JRK	20
JRKL	8
JSRP1	9
JTB	3
JUN	29
JUNB	11
JUND	76
JUP	6
KAAG1	53
KALRN	52
KANK1	13
KANK2	12
KANK3	47
KANK4	17
KANSL1	3
KANSL1L	3
KANSL2	8
KANSL3	1
KANTR	34
KARS1	2
KASH5	1
KAT14	19
KAT2A	0
KAT2B	6
KAT5	4
KAT6B	3
KAT7	0
KAT8	3
KATNA1	3
KATNAL1	5
KATNAL2	23
KATNB1	5
KATNBL1	5
KATNIP	35
KAZALD1	11
KAZN	15
KBTBD11	79
KBTBD12	16
KBTBD13	24
KBTBD2	13
KBTBD3	19
KBTBD4	11
KBTBD6	84
KBTBD7	52
KBTBD8	8
KCMF1	5
KCNA1	16
KCNA10	7
KCNA2	9
KCNA3	71
KCNA4	17
KCNA5	31
KCNA6	28
KCNA7	8
KCNAB1	3
KCNAB2	3
KCNAB3	2
KCNB1	7
KCNB2	6
KCNC1	5
KCNC2	5
KCNC3	42
KCNC4	2
KCND1	19
KCND2	4
KCND3	5
KCNE1	10
KCNE1B	10
KCNE2	5
KCNE3	3
KCNE4	5
KCNE5	45
KCNF1	21
KCNG1	8
KCNG2	49
KCNG3	16
KCNG4	11
KCNH1	6
KCNH2	4
KCNH3	3
KCNH4	0
KCNH5	4
KCNH6	3
KCNH7	3
KCNH8	2
KCNIP1	6
KCNIP2	1
KCNIP3	3
KCNIP4	5
KCNJ1	4
KCNJ10	4
KCNJ11	2
KCNJ12	15
KCNJ13	4
KCNJ14	16
KCNJ15	6
KCNJ16	6
KCNJ18	205
KCNJ2	2
KCNJ3	4
KCNJ4	28
KCNJ5	4
KCNJ6	20
KCNJ8	3
KCNJ9	25
KCNK1	5
KCNK10	8
KCNK12	33
KCNK13	41
KCNK15	35
KCNK16	8
KCNK17	33
KCNK18	40
KCNK2	1
KCNK3	49
KCNK4	4
KCNK5	8
KCNK6	8
KCNK7	14
KCNK9	7
KCNMA1	6
KCNMB1	3
KCNMB2	6
KCNMB3	71
KCNMB4	18
KCNN1	19
KCNN2	25
KCNN3	6
KCNN4	9
KCNQ1	14
KCNQ2	10
KCNQ3	6
KCNQ4	3
KCNQ5	13
KCNRG	71
KCNS1	38
KCNS2	3
KCNS3	14
KCNT1	15
KCNT2	9
KCNU1	13
KCNV1	3
KCNV2	9
KCP	6
KCTD1	55
KCTD10	6
KCTD11	5
KCTD12	33
KCTD13	0
KCTD14	14
KCTD15	10
KCTD16	3
KCTD17	7
KCTD18	5
KCTD19	1
KCTD2	6
KCTD20	5
KCTD21	8
KCTD3	4
KCTD4	5
KCTD5	154
KCTD6	4
KCTD7	9
KCTD8	27
KCTD9	8
KDELR1	6
KDELR2	3
KDELR3	5
KDF1	8
KDM1A	2
KDM1B	4
KDM2A	3
KDM2B	6
KDM3A	1
KDM3B	5
KDM4A	6
KDM4B	16
KDM4C	2
KDM4D	146
KDM4E	265
KDM4F	230
KDM5A	6
KDM5B	5
KDM5C	6
KDM5D	253
KDM6B	50
KDM7A	7
KDM8	4
KDR	3
KDSR	7
KEAP1	11
KEL	9
KERA	5
KHDC1	270
KHDC3L	78
KHDC4	2
KHDRBS1	5
KHDRBS2	9
KHDRBS3	7
KHK	2
KHNYN	5
KHSRP	11
KIAA0040	285
KIAA0100	3
KIAA0232	13
KIAA0319	86
KIAA0319L	2
KIAA0408	8
KIAA0513	2
KIAA0586	6
KIAA0753	4
KIAA0825	43
KIAA0895	5
KIAA0895L	0
KIAA0930	6
KIAA1109	31
KIAA1143	9
KIAA1191	6
KIAA1217	5
KIAA1328	9
KIAA1522	51
KIAA1549	14
KIAA1549L	4
KIAA1586	236
KIAA1614	13
KIAA1671	34
KIAA1755	6
KIAA1841	5
KIAA1958	7
KIAA2012	5
KIAA2013	60
KIDINS220	4
KIF11	20
KIF12	2
KIF13A	5
KIF13B	7
KIF14	11
KIF15	9
KIF16B	5
KIF17	4
KIF18A	4
KIF18B	7
KIF19	11
KIF1A	12
KIF1B	7
KIF1C	6
KIF20A	2
KIF20B	8
KIF21A	6
KIF21B	9
KIF22	4
KIF23	8
KIF24	7
KIF25	133
KIF26A	48
KIF26B	54
KIF27	10
KIF2A	3
KIF2B	44
KIF2C	7
KIF3A	6
KIF3B	6
KIF3C	10
KIF4A	5
KIF4B	342
KIF5A	4
KIF5B	5
KIF5C	5
KIF6	2
KIF7	9
KIF9	2
KIFAP3	12
KIFBP	10
KIFC1	7
KIFC2	3
KIFC3	5
KIN	3
KIRREL1	3
KIRREL2	4
KIRREL3	3
KISS1R	30
KIT	6
KITLG	4
KIZ	10
KL	11
KLB	3
KLC1	6
KLC2	3
KLC3	5
KLC4	2
KLF1	10
KLF10	8
KLF11	6
KLF12	7
KLF13	69
KLF14	62
KLF15	11
KLF16	111
KLF17	17
KLF18	186
KLF2	66
KLF3	2
KLF4	18
KLF5	6
KLF6	5
KLF7	5
KLF8	39
KLF9	8
KLHDC1	6
KLHDC10	3
KLHDC2	2
KLHDC3	2
KLHDC4	5
KLHDC7A	12
KLHDC7B	124
KLHDC8A	2
KLHDC8B	1
KLHDC9	13
KLHL1	10
KLHL10	4
KLHL11	4
KLHL12	4
KLHL13	5
KLHL14	45
KLHL15	19
KLHL17	11
KLHL18	3
KLHL2	2
KLHL20	7
KLHL21	33
KLHL22	4
KLHL23	8
KLHL24	4
KLHL25	22
KLHL26	18
KLHL28	8
KLHL29	4
KLHL3	4
KLHL30	8
KLHL31	2
KLHL32	7
KLHL33	11
KLHL34	37
KLHL35	55
KLHL36	8
KLHL38	3
KLHL4	35
KLHL40	5
KLHL41	2
KLHL42	23
KLHL5	3
KLHL6	1
KLHL7	3
KLHL8	5
KLHL9	5
KLK10	8
KLK11	31
KLK12	18
KLK13	30
KLK14	9
KLK15	44
KLK4	40
KLK5	20
KLK6	9
KLK7	14
KLK8	42
KLK9	4
KLKB1	36
KLLN	213
KLRF1	119
KLRF2	216
KLRG1	38
KLRG2	61
KLRK1	34
KMO	4
KMT2B	1
KMT2C	22
KMT2E	5
KMT5A	2
KMT5B	11
KMT5C	13
KNCN	1
KNDC1	20
KNG1	14
KNOP1	10
KNSTRN	3
KNTC1	2
KPNA1	2
KPNA2	23
KPNA3	4
KPNA4	3
KPNA5	21
KPNA6	3
KPNA7	15
KPNB1	3
KPRP	47
KPTN	5
KRAS	3
KRBA1	4
KRBA2	137
KREMEN1	4
KREMEN2	16
KRI1	3
KRIT1	5
KRR1	3
KRT1	36
KRT10	38
KRT12	18
KRT13	3
KRT14	8
KRT15	6
KRT16	85
KRT17	3
KRT18	10
KRT19	7
KRT2	47
KRT20	56
KRT222	0
KRT23	26
KRT24	42
KRT25	39
KRT26	30
KRT27	36
KRT28	39
KRT3	78
KRT31	45
KRT32	44
KRT33A	89
KRT33B	85
KRT34	77
KRT35	30
KRT36	11
KRT38	152
KRT39	37
KRT4	3
KRT40	32
KRT5	3
KRT71	29
KRT72	40
KRT73	24
KRT74	71
KRT75	37
KRT76	95
KRT77	46
KRT78	5
KRT79	13
KRT8	110
KRT80	1
KRT82	36
KRT84	12
KRT85	10
KRT9	110
KRTAP1-1	108
KRTAP1-3	109
KRTAP1-4	111
KRTAP1-5	96
KRTAP10-1	172
KRTAP10-10	197
KRTAP10-11	180
KRTAP10-12	158
KRTAP10-2	202
KRTAP10-3	160
KRTAP10-4	225
KRTAP10-5	234
KRTAP10-6	269
KRTAP10-7	182
KRTAP10-8	202
KRTAP10-9	237
KRTAP11-1	13
KRTAP12-2	168
KRTAP13-1	39
KRTAP13-2	62
KRTAP13-3	80
KRTAP13-4	49
KRTAP15-1	30
KRTAP16-1	87
KRTAP17-1	42
KRTAP19-1	41
KRTAP19-2	55
KRTAP19-4	73
KRTAP19-5	36
KRTAP19-6	169
KRTAP19-7	52
KRTAP19-8	190
KRTAP2-1	153
KRTAP2-3	153
KRTAP2-4	157
KRTAP20-2	162
KRTAP20-3	110
KRTAP20-4	197
KRTAP21-3	150
KRTAP23-1	148
KRTAP24-1	27
KRTAP25-1	205
KRTAP26-1	38
KRTAP27-1	47
KRTAP29-1	48
KRTAP3-1	32
KRTAP3-2	81
KRTAP3-3	88
KRTAP4-16	276
KRTAP4-6	165
KRTAP4-8	205
KRTAP4-9	246
KRTAP5-1	315
KRTAP5-10	269
KRTAP5-2	255
KRTAP5-3	255
KRTAP5-4	278
KRTAP5-5	286
KRTAP5-6	302
KRTAP5-7	295
KRTAP5-8	305
KRTAP5-9	297
KRTAP7-1	19
KRTAP8-1	8
KRTAP9-1	237
KRTCAP2	3
KRTCAP3	4
KRTDAP	1
KSR1	3
KSR2	11
KTI12	6
KTN1	6
KXD1	4
KY	5
KYAT1	6
KYAT3	11
KYNU	7
L1CAM	16
L1TD1	236
L2HGDH	4
L3HYPDH	2
L3MBTL1	2
L3MBTL2	2
L3MBTL3	1
L3MBTL4	115
LACC1	6
LACRT	87
LACTB	6
LACTB2	3
LACTBL1	50
LAD1	30
LAG3	2
LALBA	1
LAMA1	7
LAMA2	5
LAMA3	10
LAMA4	4
LAMA5	13
LAMB1	2
LAMB2	1
LAMB3	3
LAMB4	146
LAMC1	7
LAMC2	9
LAMC3	12
LAMP1	10
LAMP2	10
LAMP3	8
LAMP5	2
LAMTOR1	2
LAMTOR2	3
LAMTOR3	3
LAMTOR4	127
LAMTOR5	108
LANCL1	4
LANCL2	7
LANCL3	15
LAP3	5
LAPTM4A	1
LAPTM4B	14
LAPTM5	2
LARGE1	6
LARGE2	3
LARP1	2
LARP1B	21
LARP4	5
LARP4B	4
LARP6	8
LARP7	8
LARS1	6
LARS2	8
LAS1L	11
LASP1	2
LAT	2
LAT2	6
LATS1	2
LATS2	14
LAX1	17
LAYN	10
LBH	5
LBHD1	70
LBHD2	7
LBP	8
LBR	5
LBX1	7
LBX2	7
LCA5	3
LCA5L	7
LCAT	0
LCE5A	63
LCE6A	21
LCK	29
LCLAT1	4
LCMT1	25
LCMT2	12
LCN10	33
LCN12	57
LCN15	91
LCN2	122
LCN6	28
LCN8	50
LCN9	56
LCNL1	144
LCP1	2
LCP2	5
LCT	17
LCTL	7
LDAH	6
LDB1	1
LDB2	2
LDB3	3
LDHA	13
LDHAL6A	299
LDHAL6B	337
LDHB	6
LDHC	18
LDHD	5
LDLR	21
LDLRAD1	4
LDLRAD2	57
LDLRAD3	4
LDLRAD4	26
LDLRAP1	2
LDOC1	28
LEAP2	0
LECT2	3
LEF1	2
LEFTY1	70
LEFTY2	62
LEKR1	3
LELP1	26
LEMD1	12
LEMD2	7
LEMD3	26
LENEP	6
LENG1	8
LENG8	13
LENG9	120
LEO1	14
LEP	4
LEPR	5
LEPROT	4
LEPROTL1	85
LETM1	9
LETM2	38
LETMD1	5
LEUTX	89
LEXM	29
LFNG	7
LGALS1	8
LGALS12	10
LGALS2	24
LGALS3	6
LGALS3BP	26
LGALS4	11
LGALS8	12
LGALS9B	22
LGALS9C	27
LGALSL	0
LGI1	1
LGI2	4
LGI3	2
LGI4	3
LGMN	5
LGR4	6
LGR5	5
LGR6	32
LGSN	17
LHB	9
LHCGR	5
LHFPL1	11
LHFPL2	6
LHFPL3	13
LHFPL4	8
LHFPL5	4
LHFPL6	5
LHPP	5
LHX1	2
LHX2	2
LHX3	7
LHX4	5
LHX5	6
LHX6	1
LHX8	1
LHX9	3
LIAS	4
LIF	6
LIFR	2
LIG1	15
LIG3	2
LIG4	12
LIM2	62
LIMA1	7
LIMCH1	2
LIMD1	16
LIMD2	3
LIME1	24
LIMK1	3
LIMK2	2
LIMS1	5
LIMS2	7
LIMS3	20
LIMS4	1
LIN28A	7
LIN28B	6
LIN37	0
LIN52	5
LIN54	7
LIN7A	3
LIN7B	1
LIN7C	5
LIN9	10
LINC00514	62
LINC00634	239
LINC02218	201
LINGO1	11
LINGO2	3
LINGO3	65
LINGO4	4
LINS1	4
LIPA	7
LIPC	2
LIPE	10
LIPF	59
LIPG	7
LIPH	4
LIPI	14
LIPJ	94
LIPK	19
LIPM	7
LIPN	10
LIPT1	7
LIPT2	28
LITAF	5
LITAFD	33
LIX1	2
LIX1L	8
LKAAEAR1	15
LL0XNC01-30I4	22
LLCFC1	6
LLGL1	2
LLGL2	8
LLPH	4
LMAN1	4
LMAN1L	43
LMAN2	1
LMAN2L	1
LMBR1	5
LMBR1L	2
LMBRD1	4
LMBRD2	2
LMCD1	2
LMF1	12
LMF2	8
LMLN	5
LMLN2	111
LMNA	9
LMNB1	8
LMNB2	12
LMNTD1	3
LMNTD2	32
LMO1	1
LMO2	1
LMO3	4
LMO4	2
LMO7	5
LMOD1	32
LMOD2	55
LMOD3	11
LMTK2	19
LMTK3	122
LMX1A	2
LMX1B	8
LNP1	15
LNPEP	5
LNPK	5
LNX1	3
LNX2	11
LONP1	16
LONP2	3
LONRF1	8
LONRF2	119
LONRF3	6
LORICRIN	203
LOX	29
LOXHD1	6
LOXL1	31
LOXL2	5
LOXL3	4
LOXL4	0
LPAR1	9
LPAR2	7
LPAR3	4
LPAR4	45
LPAR5	14
LPAR6	7
LPCAT1	11
LPCAT2	4
LPCAT3	2
LPCAT4	5
LPGAT1	2
LPIN1	9
LPIN2	11
LPIN3	3
LPL	3
LPO	13
LPP	6
LPXN	2
LRAT	1
LRATD1	12
LRATD2	14
LRBA	12
LRCH1	4
LRCH2	13
LRCH3	6
LRCH4	1
LRCOL1	34
LRFN1	13
LRFN2	14
LRFN3	15
LRFN4	16
LRFN5	6
LRG1	22
LRGUK	9
LRIF1	7
LRIG1	2
LRIG2	7
LRIG3	3
LRIT1	10
LRIT2	39
LRIT3	11
LRMDA	10
LRP1	4
LRP10	3
LRP11	25
LRP12	8
LRP1B	32
LRP2	7
LRP2BP	5
LRP3	16
LRP4	6
LRP5	12
LRP5L	12
LRP6	3
LRP8	1
LRPAP1	10
LRPPRC	23
LRR1	9
LRRC1	5
LRRC10	7
LRRC10B	36
LRRC14	15
LRRC14B	19
LRRC15	6
LRRC17	3
LRRC18	3
LRRC19	9
LRRC2	9
LRRC20	5
LRRC23	3
LRRC24	22
LRRC25	15
LRRC26	32
LRRC27	71
LRRC28	5
LRRC29	16
LRRC3	10
LRRC30	6
LRRC31	86
LRRC32	9
LRRC34	7
LRRC36	6
LRRC38	47
LRRC39	2
LRRC3B	1
LRRC3C	7
LRRC4	7
LRRC40	4
LRRC41	6
LRRC42	1
LRRC43	10
LRRC45	4
LRRC46	2
LRRC47	12
LRRC49	2
LRRC4B	68
LRRC4C	10
LRRC52	5
LRRC53	19
LRRC55	13
LRRC56	4
LRRC57	4
LRRC58	3
LRRC59	1
LRRC6	6
LRRC61	8
LRRC63	10
LRRC66	30
LRRC69	7
LRRC7	10
LRRC70	115
LRRC71	7
LRRC72	5
LRRC73	4
LRRC74A	4
LRRC74B	57
LRRC75A	8
LRRC75B	78
LRRC8A	12
LRRC8B	11
LRRC8C	7
LRRC8D	3
LRRC8E	12
LRRC9	11
LRRCC1	7
LRRD1	44
LRRFIP1	7
LRRFIP2	3
LRRIQ1	9
LRRIQ3	21
LRRIQ4	11
LRRK1	5
LRRK2	6
LRRN1	7
LRRN2	8
LRRN3	5
LRRN4	20
LRRN4CL	14
LRRTM1	8
LRRTM2	5
LRRTM3	2
LRRTM4	9
LRSAM1	5
LRTM1	0
LRTM2	2
LRTOMT	1
LRWD1	1
LSAMP	8
LSG1	4
LSM1	2
LSM10	3
LSM11	2
LSM12	4
LSM14A	5
LSM14B	1
LSM2	6
LSM3	4
LSM4	9
LSM5	3
LSM6	5
LSM7	8
LSM8	3
LSMEM1	2
LSMEM2	6
LSP1	23
LSR	6
LSS	9
LST1	19
LTA	6
LTA4H	6
LTB	17
LTB4R	43
LTB4R2	25
LTBP1	8
LTBP2	3
LTBP3	4
LTBP4	6
LTBR	1
LTC4S	16
LTK	215
LTN1	6
LTO1	147
LTV1	2
LUC7L	4
LUC7L2	3
LUC7L3	1
LUM	3
LURAP1	2
LURAP1L	2
LUZP1	10
LUZP2	42
LUZP4	123
LVRN	2
LXN	3
LY6D	10
LY6E	162
LY6G5B	45
LY6G5C	29
LY6G6C	13
LY6G6D	23
LY6G6E	21
LY6G6F	14
LY6H	7
LY6K	50
LY6L	16
LY75	7
LY86	4
LY9	111
LY96	4
LYAR	5
LYG1	59
LYG2	57
LYL1	5
LYN	5
LYNX1-SLURP2	40
LYNX1	12
LYPD1	3
LYPD2	46
LYPD3	5
LYPD4	11
LYPD5	27
LYPD6	3
LYPD6B	6
LYPD8	68
LYPLA1	4
LYPLA2	2
LYPLAL1	8
LYRM1	3
LYRM2	3
LYRM4	25
LYRM7	7
LYRM9	7
LYSMD1	3
LYSMD2	7
LYSMD3	8
LYSMD4	11
LYST	16
LYVE1	3
LYZL1	27
LYZL2	27
LYZL4	3
LYZL6	27
LZIC	6
LZTFL1	0
LZTR1	3
LZTS1	2
LZTS2	6
LZTS3	6
M1AP	29
M6PR	1
MAB21L1	0
MAB21L2	4
MAB21L3	10
MAB21L4	45
MACC1	33
MACIR	4
MACO1	4
MACROD1	9
MACROD2	19
MACROH2A1	2
MACROH2A2	2
MAD1L1	10
MAD2L1	19
MAD2L1BP	5
MAD2L2	1
MADD	2
MAEA	6
MAEL	5
MAF	146
MAF1	5
MAFA	74
MAFB	24
MAFF	54
MAFG	7
MAFK	9
MAG	5
MAGEC1	308
MAGEE1	266
MAGEE2	69
MAGEF1	151
MAGEH1	80
MAGI1	1
MAGI2	9
MAGI3	1
MAGIX	37
MAGOH	1
MAGOHB	8
MAGT1	11
MAIP1	6
MAJIN	5
MAK	7
MAK16	3
MAL	16
MAL2	2
MALL	11
MALRD1	41
MALSU1	3
MALT1	2
MAMDC2	3
MAMDC4	9
MAML1	8
MAML2	8
MAML3	5
MAMLD1	46
MAMSTR	8
MAN1A1	2
MAN1A2	5
MAN1B1	51
MAN1C1	2
MAN2A1	9
MAN2A2	2
MAN2B1	16
MAN2C1	8
MANBA	4
MANBAL	5
MANEA	9
MANEAL	1
MANF	0
MANSC1	3
MANSC4	7
MAOA	6
MAOB	9
MAP10	55
MAP1LC3A	9
MAP1LC3B	3
MAP1LC3B2	371
MAP1LC3C	94
MAP1S	61
MAP2	21
MAP2K1	2
MAP2K2	11
MAP2K3	3
MAP2K4	3
MAP2K5	2
MAP2K6	5
MAP2K7	7
MAP3K1	5
MAP3K10	6
MAP3K11	3
MAP3K12	4
MAP3K13	3
MAP3K14	3
MAP3K15	25
MAP3K19	47
MAP3K2	4
MAP3K20	1
MAP3K21	19
MAP3K3	1
MAP3K4	5
MAP3K5	7
MAP3K6	0
MAP3K7	4
MAP3K7CL	270
MAP3K8	3
MAP3K9	5
MAP4K1	5
MAP4K2	3
MAP4K3	6
MAP4K4	5
MAP4K5	6
MAP6	18
MAP6D1	35
MAP7	8
MAP7D1	2
MAP7D2	7
MAP7D3	20
MAP9	19
MAPK1	10
MAPK10	5
MAPK11	5
MAPK12	2
MAPK13	4
MAPK14	5
MAPK15	26
MAPK1IP1L	10
MAPK3	3
MAPK4	4
MAPK6	27
MAPK7	5
MAPK8	2
MAPK8IP1	4
MAPK8IP2	29
MAPK8IP3	2
MAPK9	6
MAPKAP1	2
MAPKAPK2	0
MAPKAPK3	2
MAPKAPK5	5
MAPKBP1	4
MAPRE1	7
MAPRE2	2
MAPRE3	4
MAPT	10
MARCHF1	28
MARCHF10	11
MARCHF11	12
MARCHF2	2
MARCHF3	1
MARCHF4	3
MARCHF5	3
MARCHF6	6
MARCHF7	5
MARCHF8	6
MARCHF9	0
MARCKS	75
MARCKSL1	23
MARCO	4
MARCOL	85
MARF1	5
MARK1	7
MARK2	4
MARK3	25
MARK4	11
MARS1	1
MARS2	17
MARVELD1	53
MARVELD2	7
MARVELD3	4
MAS1	12
MAS1L	362
MASP1	2
MASP2	11
MAST1	4
MAST2	2
MAST3	11
MASTL	22
MAT1A	3
MAT2A	4
MAT2B	6
MATK	12
MATN1	7
MATN2	2
MATN3	5
MATN4	4
MATR3	10
MAU2	3
MAVS	1
MAX	1
MAZ	85
MB	5
MB21D2	5
MBD1	2
MBD2	19
MBD3	10
MBD3L1	40
MBD4	5
MBD5	8
MBD6	10
MBIP	2
MBLAC1	8
MBLAC2	6
MBNL1	3
MBNL2	12
MBNL3	10
MBOAT1	4
MBOAT2	6
MBOAT4	13
MBOAT7	14
MBP	12
MBTD1	3
MBTPS1	4
MBTPS2	12
MC1R	20
MC2R	27
MC3R	9
MC4R	2
MC5R	54
MCAM	3
MCAT	5
MCC	4
MCCC1	6
MCCC2	18
MCCD1	80
MCEE	12
MCEMP1	14
MCF2	9
MCF2L	15
MCF2L2	58
MCFD2	4
MCHR1	2
MCHR2	130
MCIDAS	2
MCL1	42
MCM10	11
MCM2	7
MCM3	2
MCM3AP	4
MCM4	5
MCM5	6
MCM6	4
MCM7	3
MCM8	7
MCM9	2
MCMBP	3
MCMDC2	10
MCOLN1	12
MCOLN2	6
MCOLN3	3
MCPH1	13
MCRIP1	5
MCRIP2	7
MCRS1	2
MCTP1	6
MCTP2	6
MCTS1	15
MCTS2P	242
MCU	7
MCUB	8
MCUR1	9
MDFI	4
MDFIC	3
MDFIC2	3
MDGA1	2
MDGA2	4
MDH1	2
MDH1B	5
MDH2	3
MDK	144
MDM1	12
MDM2	9
MDM4	5
MDN1	3
MDP1	3
ME1	2
ME2	2
ME3	35
MEA1	4
MEAF6	2
MEAK7	5
MECOM	6
MECP2	44
MECR	2
MED1	12
MED10	3
MED11	4
MED12	12
MED12L	3
MED13	3
MED13L	4
MED14	5
MED15	6
MED16	9
MED17	5
MED18	10
MED19	2
MED20	4
MED21	5
MED22	6
MED23	3
MED24	5
MED25	7
MED26	14
MED27	3
MED28	7
MED29	1
MED30	6
MED31	3
MED4	4
MED6	5
MED7	11
MED8	1
MED9	16
MEDAG	9
MEF2A	4
MEF2B	5
MEF2C	1
MEF2D	2
MEFV	70
MEGF10	7
MEGF11	3
MEGF6	14
MEGF8	8
MEGF9	3
MEI1	5
MEI4	9
MEIG1	3
MEIKIN	6
MEIOB	7
MEIOC	14
MEIOSIN	24
MEIS1	2
MEIS2	4
MEIS3	18
MELK	5
MELTF	4
MEMO1	4
MEN1	5
MEOX1	4
MEOX2	3
MEP1A	8
MEP1B	5
MEPCE	21
MEPE	5
MERTK	5
MESD	11
MESP1	84
MESP2	74
MEST	3
MET	3
METAP1	3
METAP1D	2
METAP2	2
METRN	84
METRNL	35
METTL1	1
METTL11B	20
METTL14	6
METTL15	6
METTL16	7
METTL17	9
METTL18	8
METTL21A	3
METTL21C	3
METTL22	7
METTL23	10
METTL24	8
METTL25	9
METTL26	13
METTL27	40
METTL2A	4
METTL2B	3
METTL3	3
METTL4	10
METTL5	4
METTL6	4
METTL7A	34
METTL7B	45
METTL8	4
METTL9	5
MEX3A	11
MEX3B	18
MEX3C	5
MEX3D	71
MFAP1	5
MFAP2	1
MFAP3	5
MFAP3L	5
MFAP4	4
MFAP5	6
MFF	2
MFGE8	5
MFHAS1	27
MFN1	7
MFN2	5
MFNG	7
MFRP	1
MFSD1	4
MFSD10	7
MFSD11	2
MFSD12	12
MFSD13A	3
MFSD14A	6
MFSD14B	6
MFSD2A	2
MFSD2B	10
MFSD3	17
MFSD4A	8
MFSD4B	19
MFSD5	6
MFSD6	9
MFSD6L	17
MFSD8	7
MFSD9	44
MGA	5
MGARP	15
MGAT1	22
MGAT2	26
MGAT3	30
