gene	in_marine_slow	in_aquatic_slow	partition	marine_direction	aquatic_direction	marine_FDR	aquatic_FDR	marine_statistic_if_available	aquatic_statistic_if_available
PPRC1	TRUE	TRUE	shared_slow	slow	slow	0.000827346	0.00136955	4.296991	4.175722
PPT2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00616482		3.581325	3.422539
PRAM1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000727756		4.246858	0.796877
PRCP	TRUE	TRUE	shared_slow	slow	slow	0.00459201	0.00288636	3.695517	3.905612
PRDM16	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00405015	-3.405628	-3.813909
PRKACB	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0020402		3.979758	2.939509
PRKAG2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00114596		4.168877	2.902077
PRMT2	TRUE	TRUE	shared_slow	slow	slow	0.00059325	0.00156639	4.376389	4.112081
PROB1	TRUE	TRUE	shared_slow	slow	slow	0.00553545	0.00684187	3.646717	3.616431
PROM1	TRUE	TRUE	shared_slow	slow	slow	0.00761392	0.00747675	3.491421	3.558540
PRORP	TRUE	TRUE	shared_slow	slow	slow	0.00129579	0.00153979	4.138002	4.124587
PROZ	TRUE	TRUE	shared_slow	slow	slow	0.00169198	0.00253036	4.016919	3.932172
PRPF3	TRUE	TRUE	shared_slow	slow	slow	0.00283372	0.00656646	3.849710	3.596703
PRPF38B	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.000246955	4.729910	4.692099
PRPH	TRUE	TRUE	shared_slow	slow	slow	0.000205105	0.0031277	4.710997	3.867374
PRR14	TRUE	TRUE	shared_slow	slow	slow	0.00015804	0.000496825	4.826238	4.503582
PRR20G	TRUE	TRUE	shared_slow	slow	slow	0.00679184	0.00544287	3.495563	3.647469
PRR27	TRUE	TRUE	shared_slow	slow	slow	0.00538439	0.00210523	3.599758	3.982317
PRR35	TRUE	TRUE	shared_slow	slow	slow	0.00435882	0.0084721	3.697867	3.502080
PRRC2C	TRUE	TRUE	shared_slow	slow	slow	2.17336e-09	5.80097e-05	7.497761	5.138305
PRRT3	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00469701	3.380369	3.745262
PRSS53	FALSE	FALSE	shared_fast	fast	fast	0.00113931	0.000985582	-4.216402	-4.315580
PSD3	TRUE	TRUE	shared_slow	slow	slow	0.00238489	0.00413096	3.931838	3.785296
PSKH1	TRUE	TRUE	shared_slow	slow	slow	6.40004e-05	0.00615261	5.090308	3.648718
PSMD1	TRUE	TRUE	shared_slow	slow	slow	0.000112104	0.000234392	4.943234	4.746077
PSMD10	TRUE	TRUE	shared_slow	slow	slow	0.00198166	0.00253813	3.972296	3.933404
PSMD8	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00437914		3.712495	2.482515
PSRC1	TRUE	TRUE	shared_slow	slow	slow	0.0025747	0.00417395	3.901755	3.782148
PTCH1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00345304		3.787220	3.191884
PTGER2	TRUE	TRUE	shared_slow	slow	slow	0.00108558	0.00163881	4.176489	4.100419
PTGFRN	TRUE	TRUE	shared_slow	slow	slow	0.00285152	0.00987673	3.868690	3.454066
PTK7	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00866011		3.458699	3.084460
PTPN11	TRUE	TRUE	shared_slow	slow	slow	2.72767e-05	9.56122e-06	5.294806	5.617815
PTPN9	TRUE	TRUE	shared_slow	slow	slow	0.000229579	0.00225982	4.689300	3.987859
PURA	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00447574		3.664302	3.065994
PUSL1	TRUE	TRUE	shared_slow	slow	slow	0.000960473	0.00222046	4.243954	4.007361
PVR	TRUE	TRUE	shared_slow	slow	slow	0.000485858	0.000191132	4.385769	4.729011
PWP2	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00620662	-2.932902	-3.661033
PXDNL	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00903693	2.467547	3.559873
PXMP4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00410654		3.738456	3.181099
PXN	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00212037		3.967470	2.861780
QSOX1	FALSE	FALSE	shared_fast	fast	fast	0.00201361	0.00249546	-4.029239	-3.998605
R3HDM2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000559498		4.366996	2.771416
R3HDM4	TRUE	TRUE	shared_slow	slow	slow	0.00175451	0.0065805	3.983767	3.580967
RAB40C	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000845626		4.267238	2.637542
RABGAP1	TRUE	TRUE	shared_slow	slow	slow	7.57491e-05	0.000413977	5.037974	4.558425
RABL2A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00932404		3.413999	3.005853
RAC3	TRUE	TRUE	shared_slow	slow	slow	0.000978888	0.00176404	4.219095	4.074753
RAD54L2	TRUE	TRUE	shared_slow	slow	slow	0.00833439	0.0037011	3.471633	3.834056
RALGAPA2	FALSE	FALSE	shared_fast	fast	fast	0.0055891	0.00645063	-3.636474	-3.644283
RALGPS2	TRUE	TRUE	shared_slow	slow	slow	2.45378e-06	0.000496825	5.895178	4.482563
RAMP1	TRUE	TRUE	shared_slow	slow	slow	0.00546012	0.00843478	3.607213	3.495950
RAMP2	TRUE	TRUE	shared_slow	slow	slow	0.000298812	0.000194628	4.604350	4.778925
RAP1GAP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00340729		3.786818	3.269686
RARS1	TRUE	TRUE	shared_slow	slow	slow	0.00647194	0.00745889	3.556639	3.559228
RASSF3	TRUE	TRUE	shared_slow	slow	slow	0.000344787	0.000751967	4.476311	4.305335
RAVER2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00049015		4.404283	3.062064
RBBP5	TRUE	TRUE	shared_slow	slow	slow	0.00342341	0.00987673	3.802555	3.455154
RBBP6	TRUE	TRUE	shared_slow	slow	slow	0.00253861	0.0092553	3.879809	3.460278
RBM15B	TRUE	TRUE	shared_slow	slow	slow	0.000846351	0.00879626	4.278556	3.495848
RBM27	TRUE	TRUE	shared_slow	slow	slow	0.000479381	0.000125867	4.427698	4.888986
RBM6	TRUE	TRUE	shared_slow	slow	slow	8.15535e-07	3.34481e-06	6.180322	5.849610
RBPMS	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00408877		3.729389	3.335880
RBSN	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00653817	3.208983	3.588956
RCCD1	TRUE	TRUE	shared_slow	slow	slow	5.48764e-06	2.96344e-05	5.760493	5.340016
RCN3	TRUE	TRUE	shared_slow	slow	slow	0.00489076	0.00736896	3.667046	3.567638
RDH12	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00397642		3.738273	3.177730
RDH8	TRUE	TRUE	shared_slow	slow	slow	0.000446937	0.0095765	4.477771	3.464012
REC114	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00965258		3.383247	2.505237
RFC3	TRUE	TRUE	shared_slow	slow	slow	0.000295963	0.0014699	4.560802	4.105305
RGS11	TRUE	TRUE	shared_slow	slow	slow	2.44738e-05	0.00167851	5.306722	4.082545
RGS21	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00527571		-3.685632	-3.071454
RHCE	TRUE	TRUE	shared_slow	slow	slow	3.7301e-05	1.2992e-05	5.180024	5.511872
RHCG	TRUE	TRUE	shared_slow	slow	slow	0.00560027	0.000965239	3.613936	4.278118
RHD	TRUE	TRUE	shared_slow	slow	slow	0.000248643	9.85648e-05	4.617351	4.937875
RHEX	FALSE	FALSE	shared_fast	fast	fast	0.00660253	0.00354509	-3.586244	-3.874753
RHOA	TRUE	TRUE	shared_slow	slow	slow	6.32114e-08	2.33197e-07	6.654985	6.385420
RHOT2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00435386		3.711703	3.298755
RHOU	TRUE	TRUE	shared_slow	slow	slow	0.000428511	0.000379458	4.432505	4.533661
RIIAD1	TRUE	TRUE	shared_slow	slow	slow	5.19049e-05	2.61471e-05	5.045249	5.285260
RIMBP2	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00480983		-3.691208	-3.245527
RIPOR3	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00938564	3.301537	3.477539
RIPPLY3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00722465		3.507046	3.354945
RMDN1	TRUE	TRUE	shared_slow	slow	slow	0.00284806	0.000796056	3.854088	4.332338
RNASE9	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00579908		3.545272	2.928182
RNF125	TRUE	TRUE	shared_slow	slow	slow	0.00210223	0.00306051	3.961186	3.874451
RNF126	TRUE	TRUE	shared_slow	slow	slow	9.75264e-05	0.0005967	4.865416	4.387820
RNF175	FALSE	FALSE	shared_fast	fast	fast	0.00056399	0.00119423	-4.520389	-4.312442
RNF186	FALSE	FALSE	shared_fast	fast	fast	0.00295722	0.00280684	-3.876284	-3.940489
RNF207	TRUE	TRUE	shared_slow	slow	slow	0.000136513	0.00447008	4.869331	3.767040
RNF224	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00537786		3.649290	2.911739
RNF38	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00322334		3.780851	2.365387
RNF41	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00524868		3.638425	2.405722
RNPS1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00184544		3.993400	2.583374
ROBO2	TRUE	TRUE	shared_slow	slow	slow	0.00235632	0.0075517	3.948863	3.567736
RPL5	TRUE	TRUE	shared_slow	slow	slow	0.000393154	0.00163393	4.526892	4.106552
RPRD2	TRUE	TRUE	shared_slow	slow	slow	0.00687051	0.0024286	3.523672	3.942228
RPS17	TRUE	TRUE	shared_slow	slow	slow	0.000356288	0.00681919	4.444734	3.557335
RPS18	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00762656		3.486072	2.906161
RPS6KA5	TRUE	TRUE	shared_slow	slow	slow	5.11658e-07	7.58894e-07	6.207090	6.133511
RPS6KC1	TRUE	TRUE	shared_slow	slow	slow	0.000590853	0.00431615	4.370743	3.761705
RPTOR	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00153522		4.088581	2.991409
RPUSD1	TRUE	TRUE	shared_slow	slow	slow	0.00100475	0.00096231	4.213205	4.278384
RRAGA	TRUE	TRUE	shared_slow	slow	slow	0.00642366	0.00625124	3.562187	3.628893
RTL3	TRUE	TRUE	shared_slow	slow	slow	0.00832833	0.00991054	3.476324	3.474040
RTL4	TRUE	TRUE	shared_slow	slow	slow	0.000239891	0.000808069	4.563458	4.277213
RTL5	TRUE	TRUE	shared_slow	slow	slow	0.00400193	0.00253742	3.739816	3.939619
RTL6	TRUE	TRUE	shared_slow	slow	slow	0.00318756	0.000655164	3.816279	4.399542
RUNX1T1	TRUE	TRUE	shared_slow	slow	slow	0.00190995	0.00272596	3.978401	3.903176
S1PR1	TRUE	TRUE	shared_slow	slow	slow	0.000587521	0.000628353	4.361942	4.402476
SAFB2	TRUE	TRUE	shared_slow	slow	slow	5.8834e-06	2.09082e-05	5.570873	5.316797
SAMHD1	TRUE	TRUE	shared_slow	slow	slow	4.86474e-06	9.4847e-05	5.702200	4.975397
SBNO1	TRUE	TRUE	shared_slow	slow	slow	3.00735e-07	4.03258e-05	6.317352	5.187606
SCAP	TRUE	TRUE	shared_slow	slow	slow	0.00077211	0.00180653	4.338336	4.095492
SCAPER	TRUE	TRUE	shared_slow	slow	slow	0.00106558	0.000844684	4.157463	4.284663
SCARB1	TRUE	TRUE	shared_slow	slow	slow	0.00176083	0.0018292	3.973175	4.017050
SCARF2	TRUE	TRUE	shared_slow	slow	slow	0.00171655	0.00879332	4.022149	3.493184
SCCPDH	TRUE	TRUE	shared_slow	slow	slow	0.000299182	0.000268742	4.584320	4.657739
SCD	TRUE	TRUE	shared_slow	slow	slow	2.29629e-06	0.00273944	5.814245	3.904317
SCN11A	TRUE	TRUE	shared_slow	slow	slow	3.41244e-21	6.7319e-20	12.011409	11.271809
SCN1B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00169198		3.978241	3.214110
SCN3A	TRUE	TRUE	shared_slow	slow	slow	0.00388502	0.00570553	3.729034	3.648520
SCP2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00832833		3.446804	2.708055
SDCBP2	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00981588		-3.425606	-3.310519
SDR9C7	FALSE	FALSE	shared_fast	fast	fast	0.000843409	0.00131023	-4.382865	-4.269948
SEC14L1	TRUE	TRUE	shared_slow	slow	slow	1.56478e-05	0.000175439	5.438303	4.799066
SEC14L4	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00554579		-3.747999	-3.115628
SEC24A	TRUE	TRUE	shared_slow	slow	slow	0.00398772	0.00598197	3.701524	3.618775
SEC31A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00584648		3.593620	1.063059
SEC61A2	TRUE	TRUE	shared_slow	slow	slow	0.00032088	0.000808069	4.587591	4.343457
SECISBP2L	TRUE	TRUE	shared_slow	slow	slow	0.00123235	0.00653512	4.106927	3.589151
SELENBP1	TRUE	TRUE	shared_slow	slow	slow	0.00115754	0.00194488	4.147386	4.025914
SEMA3B	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00913919	3.084195	3.489725
SEMA4B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000661178		4.338150	3.362938
SENP7	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00390386		3.756423	3.422642
SEPTIN5	TRUE	TRUE	shared_slow	slow	slow	0.00175451	0.000139405	4.024993	4.874788
SERHL2	TRUE	TRUE	shared_slow	slow	slow	0.000789451	0.00372499	4.270591	3.808050
SERPINA4	TRUE	TRUE	shared_slow	slow	slow	0.00017153	0.000165883	5.239929	5.027266
SERPINA6	TRUE	TRUE	shared_slow	slow	slow	6.59898e-05	3.692e-05	5.043354	5.250644
SERPINB11	TRUE	TRUE	shared_slow	slow	slow	2.84206e-05	4.03258e-05	6.206001	5.669387
SERPINC1	TRUE	TRUE	shared_slow	slow	slow	0.00407946	0.00684004	3.729833	3.591644
SERTM1	TRUE	TRUE	shared_slow	slow	slow	2.92961e-07	1.94374e-07	6.324774	6.434109
SETD1B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00475605		3.695425	3.226562
SETDB2	TRUE	TRUE	shared_slow	slow	slow	0.000400408	0.00104283	4.519550	4.262928
SF3A1	TRUE	TRUE	shared_slow	slow	slow	0.00271461	0.0033103	3.867701	3.843579
SF3B3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00992336		3.413736	3.062629
SFTPB	FALSE	FALSE	shared_fast	fast	fast	5.28441e-05	0.000223284	-5.202770	-4.807879
SGPL1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.007791	3.099754	3.550402
SGPP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00819352		3.449182	3.143236
SH3RF1	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00647194		-3.590112	-3.446051
SHFL	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0024005		3.891439	3.085801
SHOX	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00974963	2.912135	3.430252
SHTN1	TRUE	TRUE	shared_slow	slow	slow	7.12394e-07	6.34032e-05	6.234133	5.117793
SIDT2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00129597		4.120795	3.292049
SIGIRR	TRUE	TRUE	shared_slow	slow	slow	0.0014126	0.00382957	4.096416	3.800482
SIGLEC1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00640314		3.583731	3.179526
SIL1	TRUE	TRUE	shared_slow	slow	slow	0.000697916	0.000998699	4.337869	4.275955
SIMC1	TRUE	TRUE	shared_slow	slow	slow	0.000344147	0.000976203	4.563935	4.280700
SIX1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00519599		3.652198	3.372309
SKP2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00281919		3.867467	3.181805
SLAMF1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00998552	3.204864	3.448689
SLAMF6	TRUE	TRUE	shared_slow	slow	slow	0.000274905	0.00073265	4.610687	4.353232
SLAMF7	TRUE	TRUE	shared_slow	slow	slow	5.19693e-07	2.09082e-05	6.290166	5.417811
SLC14A1	TRUE	TRUE	shared_slow	slow	slow	0.00168214	0.00150513	4.039906	4.124407
SLC16A14	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00551071		3.623942	3.354640
SLC16A3	TRUE	TRUE	shared_slow	slow	slow	0.00244408	0.00405015	3.916790	3.787330
SLC16A4	TRUE	TRUE	shared_slow	slow	slow	0.00614281	0.00927251	3.584783	3.475756
SLC17A1	TRUE	TRUE	shared_slow	slow	slow	0.00622762	0.00547294	3.582080	3.681595
SLC17A5	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00996127		-3.428474	-3.126017
SLC22A13	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00252779		3.857586	1.962328
SLC22A7	TRUE	TRUE	shared_slow	slow	slow	1.15808e-05	1.05506e-05	5.509602	5.567193
SLC24A4	FALSE	FALSE	shared_fast	fast	fast	0.00202951	0.000673966	-4.017718	-4.453874
SLC25A32	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00550072		3.636541	2.693242
SLC25A45	FALSE	FALSE	shared_fast	fast	fast	4.15762e-05	0.000389686	-5.453982	-4.705395
SLC25A51	TRUE	TRUE	shared_slow	slow	slow	0.00553545	0.00919164	3.566918	3.441816
SLC26A11	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00091409		4.231382	2.864575
SLC26A3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00902878		3.389735	2.426071
SLC26A6	TRUE	TRUE	shared_slow	slow	slow	0.00011881	0.000193128	4.891242	4.786285
SLC26A7	TRUE	TRUE	shared_slow	slow	slow	3.32079e-06	4.17489e-06	5.864344	5.807722
SLC26A8	TRUE	TRUE	shared_slow	slow	slow	1.41482e-07	9.71307e-08	6.546621	6.648733
SLC27A6	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00405015	3.198503	3.802332
SLC28A1	FALSE	FALSE	shared_fast	fast	fast	0.00256567	0.00431258	-3.998024	-3.832772
SLC2A7	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00782935		-4.128756	-3.240569
SLC30A1	TRUE	TRUE	shared_slow	slow	slow	0.00201446	0.00107941	3.938542	4.200113
SLC36A3	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00934248		-3.444265	-3.385295
SLC38A10	TRUE	TRUE	shared_slow	slow	slow	0.00231072	0.00686556	3.936451	3.588967
SLC38A5	TRUE	TRUE	shared_slow	slow	slow	0.00171655	0.0011118	4.017084	4.212466
SLC39A10	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000474018		4.415937	3.027343
SLC40A1	TRUE	TRUE	shared_slow	slow	slow	9.64078e-06	0.00146981	5.562952	4.121132
SLC44A2	TRUE	TRUE	shared_slow	slow	slow	0.00103932	0.0067656	4.173278	3.579570
SLC44A5	TRUE	TRUE	shared_slow	slow	slow	5.1895e-15	4.3789e-14	9.757669	9.290837
SLC49A4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000589366		4.399490	2.303407
SLC4A4	TRUE	TRUE	shared_slow	slow	slow	9.93295e-05	0.00175444	4.970455	4.094542
SLC4A5	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00841873		3.460973	3.423293
SLC5A5	TRUE	TRUE	shared_slow	slow	slow	1.11962e-06	6.6244e-08	6.127725	6.764448
SLC6A15	TRUE	TRUE	shared_slow	slow	slow	1.73658e-06	3.63109e-07	6.085945	6.444862
SLC6A6	TRUE	TRUE	shared_slow	slow	slow	2.02442e-05	1.82722e-05	5.310108	5.400680
SLC7A4	TRUE	TRUE	shared_slow	slow	slow	3.04506e-05	0.000149129	5.207186	4.815472
SLC7A6	TRUE	TRUE	shared_slow	slow	slow	8.76223e-05	0.00139919	4.991045	4.164350
SLC9A3R2	TRUE	TRUE	shared_slow	slow	slow	0.00323191	0.00453381	3.811056	3.740816
SLC9A5	TRUE	TRUE	shared_slow	slow	slow	0.000453586	0.000454766	4.491039	4.547872
SLC9C1	TRUE	TRUE	shared_slow	slow	slow	0.00982958	0.00467071	3.410724	3.751510
SLC9C2	TRUE	TRUE	shared_slow	slow	slow	2.1176e-10	1.99051e-11	7.946533	8.292208
SLCO1B1	TRUE	TRUE	shared_slow	slow	slow	9.96087e-11	7.79601e-11	7.842802	7.874890
SLCO4C1	TRUE	TRUE	shared_slow	slow	slow	0.00869109	0.00497904	3.437118	3.703082
SLCO6A1	TRUE	TRUE	shared_slow	slow	slow	4.21373e-13	3.00742e-13	8.871456	8.897468
SLFN14	TRUE	TRUE	shared_slow	slow	slow	4.15762e-05	0.000304871	5.124555	4.600835
SLIT2	TRUE	TRUE	shared_slow	slow	slow	0.00376596	0.00918319	3.776270	3.491654
SLITRK2	TRUE	TRUE	shared_slow	slow	slow	1.5158e-05	0.000154636	5.450720	4.831827
SLTM	TRUE	TRUE	shared_slow	slow	slow	0.00467815	0.00681919	3.680744	3.591212
SLX4	TRUE	TRUE	shared_slow	slow	slow	9.8452e-08	1.61803e-05	6.744181	5.516696
SMAD5	TRUE	TRUE	shared_slow	slow	slow	0.000908447	0.00183173	4.250021	4.064809
SMARCA1	TRUE	TRUE	shared_slow	slow	slow	4.15762e-05	0.000808069	5.196048	4.342959
SMARCC1	TRUE	TRUE	shared_slow	slow	slow	1.69443e-05	7.12779e-05	5.454091	5.079526
SMC4	TRUE	TRUE	shared_slow	slow	slow	0.00518738	0.00665162	3.651910	3.608909
SMCO3	TRUE	TRUE	shared_slow	slow	slow	0.000901268	0.00126728	4.234826	4.181144
SMCR8	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00645063	-3.397515	-3.652738
SMG1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00183347		4.012652	3.430534
SMTNL1	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00994792	-3.228537	-3.490453
SMURF2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00079423		4.291400	3.282186
SNAI1	TRUE	TRUE	shared_slow	slow	slow	5.26695e-06	4.08647e-06	5.699108	5.779226
SNAPC2	TRUE	TRUE	shared_slow	slow	slow	0.00090192	0.00161846	4.260252	4.115061
SNRPA1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00934438		3.361635	3.224552
SNRPB	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00459908		3.689035	3.258158
SNRPD3	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00840811	3.228818	3.511459
SNRPF	TRUE	TRUE	shared_slow	slow	slow	1.15591e-08	2.25578e-06	6.818919	5.811979
SNX16	TRUE	TRUE	shared_slow	slow	slow	0.00734313	0.0062929	3.506591	3.623004
SNX7	TRUE	TRUE	shared_slow	slow	slow	0.00564899	0.00997514	3.566522	3.413268
SOAT2	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.00187246	4.751342	4.058287
SOCS4	TRUE	TRUE	shared_slow	slow	slow	1.44385e-05	0.000244471	5.473725	4.697383
SORBS2	TRUE	TRUE	shared_slow	slow	slow	0.000111499	6.4284e-06	4.889031	5.687804
SORD	TRUE	TRUE	shared_slow	slow	slow	0.000777175	0.00229035	4.283542	3.979283
SOX2	TRUE	TRUE	shared_slow	slow	slow	0.00566328	0.0085937	3.616478	3.505669
SOX7	TRUE	TRUE	shared_slow	slow	slow	0.000180715	0.000951774	4.809874	4.304158
SPACA6	TRUE	TRUE	shared_slow	slow	slow	0.00490572	0.00146263	3.678281	4.152861
SPAST	TRUE	TRUE	shared_slow	slow	slow	0.000372396	0.00244074	4.468240	3.926480
SPATA13	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00334494		3.771746	3.242979
SPATA32	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00121799		4.147854	3.034556
SPATA6	FALSE	FALSE	shared_fast	fast	fast	0.00170512	0.00591226	-4.081684	-3.684724
SPATA7	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00916345	2.954655	3.476458
SPC24	TRUE	TRUE	shared_slow	slow	slow	3.5836e-05	0.000660707	5.197464	4.389661
SPECC1L	TRUE	TRUE	shared_slow	slow	slow	0.000136529	7.21316e-05	4.787441	5.008750
SPEF2	FALSE	FALSE	shared_fast	fast	fast	0.000586842	0.00136547	-4.435698	-4.204199
SPEM2	FALSE	FALSE	shared_fast	fast	fast	0.00666841	0.00774829	-3.622779	-3.612464
SPG11	TRUE	TRUE	shared_slow	slow	slow	2.35855e-05	0.000287003	5.276580	4.617179
SPHK2	TRUE	TRUE	shared_slow	slow	slow	1.59027e-07	1.51242e-06	6.563329	6.057081
SPIN4	TRUE	TRUE	shared_slow	slow	slow	2.04925e-06	1.62004e-05	5.967780	5.495587
SPINT4	TRUE	TRUE	shared_slow	slow	slow	0.000707386	0.000296465	4.445925	4.736592
SPPL2C	FALSE	FALSE	shared_fast	fast	fast	9.61919e-05	0.000191132	-5.109564	-4.907523
SPRING1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00292521		3.856506	2.698159
SPRR1B	TRUE	FALSE	marine_only_slow	slow	not_significant	2.47501e-19		10.617833	-0.256189
SPRR5	FALSE	FALSE	shared_fast	fast	fast	0.00951245	0.00724323	-3.532245	-3.685119
SPRY3	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00740481	-3.267329	-3.603961
SPTA1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00830137		3.474568	3.156534
SPTSSA	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00676585		3.536047	2.293813
SRCAP	TRUE	TRUE	shared_slow	slow	slow	2.70069e-08	8.52305e-05	6.963618	5.055003
SREK1	TRUE	TRUE	shared_slow	slow	slow	0.000253944	0.000789205	4.632007	4.332477
SRFBP1	TRUE	TRUE	shared_slow	slow	slow	0.00023047	0.000660001	4.701724	4.412317
SRGN	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.000923677	4.734679	4.292570
SRP68	TRUE	TRUE	shared_slow	slow	slow	0.00637139	0.00133398	3.574524	4.181880
SRPK1	TRUE	TRUE	shared_slow	slow	slow	0.00246292	0.00301515	3.918717	3.888522
SRRM4	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00885252		-3.467547	-3.427332
SRY	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00357139		4.072974	2.651295
SSH1	TRUE	TRUE	shared_slow	slow	slow	0.00145704	0.00209632	4.109259	4.028626
SSR4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00547352		3.615930	2.793107
SSTR4	FALSE	FALSE	shared_fast	fast	fast	9.85092e-06	8.17339e-05	-6.200509	-5.376065
ST20	TRUE	TRUE	shared_slow	slow	slow	3.27552e-07	0.000315923	6.423659	4.727607
ST6GALNAC2	TRUE	TRUE	shared_slow	slow	slow	0.00181818	8.00095e-05	4.026036	5.071130
STAC3	TRUE	TRUE	shared_slow	slow	slow	0.00010754	0.00138181	4.872753	4.136049
STARD10	TRUE	TRUE	shared_slow	slow	slow	0.00661764	0.00405015	3.557827	3.796009
STK33	TRUE	TRUE	shared_slow	slow	slow	0.00256567	0.00204342	3.921779	4.046878
STK38	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00146211		4.079549	3.145689
STMN1	TRUE	TRUE	shared_slow	slow	slow	0.000669556	0.000454766	4.279288	4.464657
STMN4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00218815		3.931151	3.290419
SUGP1	TRUE	TRUE	shared_slow	slow	slow	0.00151922	0.00222188	4.040092	3.964447
